Company,Project,Task,Status,Task Owner,Due Date,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-03,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-04,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-05,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-06,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-07,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-08,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-09,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-10,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-11,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-12,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-13,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-15,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-18,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-19,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-21,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-22,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-25,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-27,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-28,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-06-29,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-02,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-04,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-06,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-09,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-10,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-11,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-13,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-16,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-17,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-19,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-20,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-23,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-24,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-25,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-26,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-30,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-07-31,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-08-02,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-08-03,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-08-06,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-08-08,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-08-09,
GW,Content Hub,"Upload all incoming content on the Content Hub",Complete,Diane Pulvino,2013-08-11,
GW,Content Hub,"Upload all incoming content on the Content Hub",Not Complete,Diane Pulvino,2013-08-13,
GW,Content Hub,"Resolve pictures issue",Complete,Diane Pulvino,2013-06-21,
GW,Content Hub,"Brainstorm Content Hub KPIs and Setup SEOmoz Campaign",Complete,Jeff Cooper,2013-05-24,
GSB,Directories,"User-submit data for 'already unlocked' yelp locations",Not Complete,Diane Pulvino,2013-08-15,
GSB,Directories,"Change College Station address on directories",Complete,Diane Pulvino,2013-07-31,
GSB,Directories,"Follow up with Yelp sales call",Complete,Diane Pulvino,2013-07-29,
GSB,Directories,"Check Google Search Results for Location",Not Complete,Diane Pulvino,2013-09-01,
GSB,Directories,"Add FM 1960 to Directories",Complete,Diane Pulvino,2013-07-25,
GSB,Directories,"Ask Jordan how she wants to handle Directories",Complete,James Kotecki,2013-06-18,
GSB,Directories,"Check GooglePlus for Goldwiser status",Complete,Diane Pulvino,2013-06-28,
GSB,Directories,"Report on process for changing brand name for all directories",Complete,Diane Pulvino,2013-06-18,
GSB,Directories,"Remove Lindale",Complete,Diane Pulvino,2013-06-12,
GSB,Directories,"Edit and verify all Yahoo directory info",Complete,Diane Pulvino,2013-06-12,
GSB,Directories,"Change Colorado Sunday times to 12-5 on all directories",Complete,Diane Pulvino,2013-06-11,
GSB,Directories,"Add Beeville to directories",Complete,Diane Pulvino,2013-06-07,
GSB,Directories,"Verify Wichita Falls changes in directories",Complete,Diane Pulvino,2013-06-17,
GSB,Directories,"Change Wichita Falls Hours",Complete,Diane Pulvino,2013-06-06,
GSB,Directories,"Solicit photos",Complete,Diane Pulvino,2013-06-06,
GSB,Directories,"Add Little York to Directories",Complete,Diane Pulvino,2013-06-03,
GSB,Directories,"Hilton Head Additions",Complete,Diane Pulvino,2013-05-29,
GSB,Directories,"Pelham location additions",Complete,Diane Pulvino,2013-05-29,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-05-24,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-05-31,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-06-07,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-06-14,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-06-21,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-06-28,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-07-05,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-07-12,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-07-19,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-07-26,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-08-02,
GSB,Directories,"Report on directory progress by 1pm eastern",Complete,Diane Pulvino,2013-08-09,
GSB,Directories,"Report on directory progress by 1pm eastern",Not Complete,Diane Pulvino,2013-08-16,
GSB,Directories,"",Not Complete,Unassigned,None Set,
FB,Directories,"Make sure Pittsboro location is correct",Complete,Diane Pulvino,2013-06-17,
Bevello,Location Pages,"Check that metadata has been updated in Google",Not Complete,Diane Pulvino,2013-08-20,
Bevello,Location Pages,"Check in w/ Collins",Not Complete,James Kotecki,2013-08-16,
Bevello,Location Pages,"Add appropriate meta data to all pages",Not Complete,Diane Pulvino,2013-08-13,
Bevello,Location Pages,"Follow-up on Insights data",Complete,James Kotecki,2013-05-23,
Bevello,Location Pages,"Follow-up with developer on loading pictures",Complete,James Kotecki,2013-06-06,
FHS,Location Pages,"Follow up w Matt on state search and mobile responsiveness",Complete,James Kotecki,2013-08-02,
FHS,Location Pages,"Follow up w/ Joel on search by state function",Complete,James Kotecki,2013-07-30,
FHS,Location Pages,"Follow up w Joel on back-end admin mobile access",Complete,James Kotecki,2013-07-30,
FHS,Location Pages,"Follow up  w/ Joel on Firehouse mobile integration",Complete,James Kotecki,2013-07-19,
FHS,Location Pages,"Follow up w Joel on search radius",Complete,James Kotecki,2013-07-17,
FHS,Location Pages,"Check in w/ Matt",Complete,James Kotecki,2013-07-19,
FHS,Location Pages,"Follow up w/ Joel on search issue",Complete,James Kotecki,2013-07-02,
FHS,Location Pages,"Follow-up w/ Joel on IE8 problem w/ Navigator",Complete,James Kotecki,2013-06-13,
FHS,Location Pages,"Follow-up with Jeff on Firehouse questions",Complete,James Kotecki,2013-06-13,
FHS,Location Pages,"Ensure Clicky data is flowing properly",Complete,James Kotecki,2013-06-14,
FHS,Location Pages,"Follow-up on content assistance",Complete,James Kotecki,2013-05-29,
FHS,Location Pages,"Follow-up with FHS on nearest location code for header/footer",Complete,James Kotecki,2013-06-04,
TSM,Guide to Navigator,"Edit Navigator guide",Complete,James Kotecki,2013-05-22,
TSM,Guide to Navigator,"Edit Navigator guide",Complete,James Kotecki,2013-05-23,
TSM,Guide to Navigator,"Edit Navigator guide",Complete,James Kotecki,2013-05-31,
TSM,Guide to Navigator,"Edit Navigator guide",Complete,James Kotecki,2013-06-03,
TSM,Guide to Navigator,"Edit Navigator guide and produce training videos",Not Complete,James Kotecki,None Set,
TSM,Guide to Navigator,"Set James up for screen capture Navigator training videos",Complete,Nolan Ether,2013-06-05,
CFHE,Pitch,"Update deck for Aug 26 pitch",Not Complete,Matthew Chamberlin,2013-08-15,
CFHE,Pitch,"Proof CFHE pitch v12",Complete,Diane Pulvino,2013-07-17,
CFHE,Audience profile,"Create facebook audience profile for presentation",Complete,Evan Levy,2013-07-16,
TSM,Social Updates,"Create and schedule social updates",Complete,Unassigned,2013-05-01,
TSM,Social Updates,"Create and schedule social updates",Complete,Unassigned,2013-05-02,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-03,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-04,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-06,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-07,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-08,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-09,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-10,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-11,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-12,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-13,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-14,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-15,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-16,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-18,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-19,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-20,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-21,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-22,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-23,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-24,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-25,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-26,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-05-27,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-06,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-08,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-09,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-10,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-11,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-12,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-13,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-14,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-15,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-16,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-17,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-18,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-19,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-20,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-21,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-22,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-23,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-24,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-25,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-26,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-27,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-28,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-29,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-06-30,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-07-01,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-07-02,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-07-03,
TSM,Social Updates,"Create and schedule social updates",Complete,Hannah Davis,2013-07-04,
